,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
164,Oliver,Ekman-Larsson,D,2022-23,31,VAN,NHL,54,2,20,22,-24,22,2,0,0,0,15,4,1,90,2.2,197,1090,20:11,0,0,,43,58,11,25,,111,111,' placed on IR with sprained ankle (out for season)'
165,Chris,Wideman,D,2022-23,33,MTL,NHL,46,0,6,6,-6,81,0,0,0,0,4,2,0,31,0.0,67,622,13:31,0,0,,51,25,7,37,,12,12,' placed on IR with upper body injury'
166,Anthony,Mantha,RW,2022-23,28,WSH,NHL,67,11,16,27,-8,31,10,1,0,2,15,1,0,119,9.2,203,953,14:13,9,8,52.9,24,68,23,33,,6,6,' placed on IR with upper body injury'
167,Adam,Henrique,C,2022-23,32,ANA,NHL,62,22,16,38,-8,22,18,4,0,1,10,6,0,132,16.7,224,1127,18:11,342,327,51.1,46,28,26,34,,41,41,' placed on IR with lower body injury'
168,Jonas,Brodin,D,2022-23,29,MIN,NHL,60,3,11,14,13,30,3,0,0,0,9,0,2,90,3.3,180,1372,22:52,0,0,,130,50,27,23,,24,24,' placed on IR with lower body injury'
169,Givani,Smith,RW,2022-23,24,TOT,NHL,36,1,3,4,-2,72,1,0,0,0,3,0,0,30,3.3,60,252,7:00,0,0,,8,67,6,6,,25,25,' placed on IR with facial injury'
170,Reese,Johnson,F,2022-23,24,CHI,NHL,57,4,2,6,-15,38,4,0,0,1,2,0,0,54,7.4,90,628,11:01,120,106,53.1,23,178,13,7,,27,27,' placed on IR with concussion'
171,Alex,Tuch,RW,2022-23,26,BUF,NHL,74,36,43,79,14,20,27,8,1,9,31,12,0,218,16.5,363,1417,19:09,32,43,42.7,46,54,64,38,Byng-39,16,16,' placed on IR with lower body injury'
172,Ethan,Bear,D,2022-23,25,VAN,NHL,61,3,13,16,6,25,3,0,0,1,12,0,1,75,4.0,155,1130,18:32,0,0,,82,39,17,28,,20,20,' placed on IR with upper body injury'
173,Josh,Brown,D,2022-23,29,ARI,NHL,68,4,3,7,-18,87,4,0,0,0,3,0,0,68,5.9,128,1072,15:46,0,0,,118,152,10,29,,3,3,' placed on IR with upper body injury'
174,Filip,Forsberg,C,2022-23,28,NSH,NHL,50,19,23,42,-4,20,15,4,0,2,14,9,0,157,12.1,322,874,17:28,0,1,0.0,20,86,34,29,,105,105,' placed on IR with upper body injury (out for season)'
175,Cale,Makar,D,2022-23,24,COL,NHL,60,17,49,66,16,30,12,5,0,6,24,25,0,176,9.7,403,1583,26:23,0,0,,78,65,50,48,"AS-2,Byng-17,Norris-3",3,3,' placed on IR concussion protocols'
176,Luke,Glendening,C,2022-23,33,DAL,NHL,70,3,3,6,-9,50,1,0,2,0,3,0,0,65,4.6,136,844,12:04,359,249,59.0,60,114,11,8,,13,13,' placed on IR with lower body injury'
177,Nick,Foligno,LW,2022-23,35,BOS,NHL,60,10,16,26,18,45,8,2,0,1,13,3,0,71,14.1,116,742,12:22,40,32,55.6,29,147,21,18,,46,46,' placed on IR with lower body injury'
178,Michael,Rasmussen,C,2022-23,23,DET,NHL,56,10,19,29,2,43,10,0,0,0,18,1,0,88,11.4,150,845,15:05,203,195,51.0,48,119,18,8,,103,103,' placed on IR with knee injury (out for season)'
179,Andrei,Svechnikov,RW,2022-23,22,CAR,NHL,64,23,32,55,6,71,18,5,0,4,21,11,0,205,11.2,411,1155,18:03,4,5,44.4,17,140,35,49,,90,90,' placed on IR with surgery on right knee to repair torn ACL (out for season)'
180,Dmitry,Kulikov,D,2022-23,32,TOT,NHL,67,3,13,16,-13,34,3,0,0,0,13,0,0,84,3.6,148,1305,19:28,0,0,,108,96,19,45,,27,27,' placed on IR with lower body injury'
181,Nick,Bonino,C,2022-23,34,TOT,NHL,62,10,9,19,-5,28,10,0,0,0,8,1,0,91,11.0,148,987,15:55,217,233,48.2,79,19,40,17,,87,87,' placed on IR with lacerated kidney (out for season)'
182,Marcus,Pettersson,D,2022-23,26,PIT,NHL,68,1,23,24,4,58,1,0,0,0,23,0,0,96,1.0,216,1400,20:35,0,0,,131,133,25,43,,24,24,' placed on IR with lower body injury'
183,John,Hayden,C,2022-23,27,SEA,NHL,7,2,0,2,2,7,2,0,0,0,0,0,0,9,22.2,19,55,7:55,0,1,0.0,3,4,0,1,,66,66,' placed on IR with lower body injury (out for season)'
