,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
14,Lias,Andersson,C,2022-23,24,LAK,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,9,8:37,0,0,,0,2,,,,,,
15,Rasmus,Andersson,D,2022-23,26,CGY,NHL,79,11,38,49,5,26,9,1,1,4,17,20,1,159,6.9,,1903,24:05,0,0,,136,50,,,,,,
16,Andy,Andreoff,LW,2022-23,31,NYI,NHL,3,0,1,1,-3,0,0,0,0,0,1,0,0,1,0.0,,22,7:21,3,4,42.9,1,7,,,,,,
17,Tyler,Angle,C,2022-23,22,CBJ,NHL,2,1,0,1,-2,0,1,0,0,0,0,0,0,5,20.0,,23,11:29,8,10,44.4,0,2,,,,,,
18,Viktor,Arvidsson,LW,2022-23,29,LAK,NHL,77,26,33,59,-4,24,15,10,1,2,18,15,0,228,11.4,,1316,17:06,27,40,40.3,48,25,,,,,,
19,Rasmus,Asplund,F,2022-23,25,TOT,NHL,46,2,6,8,-6,4,1,0,1,0,6,0,0,54,3.7,,504,10:58,22,33,40.0,11,23,,,,,,
20,Zach,Aston-Reese,C,2022-23,28,TOR,NHL,77,10,4,14,-6,25,10,0,0,2,4,0,0,89,11.2,,841,10:56,7,7,50.0,43,163,,,,,,
21,Andreas,Athanasiou,C,2022-23,28,CHI,NHL,81,20,20,40,-29,34,17,3,0,4,16,4,0,175,11.4,,1296,16:00,81,93,46.6,44,43,,,,,,
22,Ronald,Attard,D,2022-23,23,PHI,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,,33,16:45,0,0,,2,3,,,,,,
23,Nicolas,Aubé-Kubel,RW,2022-23,26,TOT,NHL,53,4,8,12,1,50,4,0,0,0,8,0,0,67,6.0,,602,11:21,6,8,42.9,9,117,,,,,,
24,Mikael,Backlund,C,2022-23,33,CGY,NHL,82,19,37,56,24,36,13,5,1,2,27,7,3,260,7.3,,1489,18:10,705,681,50.9,31,97,,,,,,
25,Nicklas,Bäckström,C,2022-23,35,WSH,NHL,39,7,14,21,-25,14,1,6,0,0,9,5,0,59,11.9,,658,16:53,259,255,50.4,23,24,,,,,,
26,Kevin,Bahl,D,2022-23,22,NJD,NHL,42,2,6,8,4,35,2,0,0,0,6,0,0,27,7.4,,589,14:01,0,0,,38,64,,,,,,
27,Josh,Bailey,C,2022-23,33,NYI,NHL,64,8,17,25,3,2,8,0,0,2,14,3,0,72,11.1,,969,15:08,40,56,41.7,31,11,,,,,,
28,Rūdolfs,Balcers,LW,2022-23,25,TOT,NHL,17,3,2,5,-1,4,3,0,0,0,2,0,0,24,12.5,,173,10:12,0,2,0.0,4,7,,,,,,
29,Alexander,Barabanov,F,2022-23,28,SJS,NHL,68,15,32,47,-30,20,12,3,0,2,22,10,0,120,12.5,,1228,18:03,1,2,33.3,37,40,,,,,,
30,Ivan,Barbashev,C,2022-23,27,TOT,NHL,82,16,29,45,1,42,14,2,0,2,25,3,1,126,12.7,,1374,16:45,55,89,38.2,46,182,,,,,,
31,Cole,Bardreau,F,2022-23,29,NYI,NHL,1,0,0,0,0,2,0,0,0,0,0,0,0,0,,,7,6:37,0,0,,0,2,,,,,,
32,Aleksander,Barkov,C,2022-23,27,FLA,NHL,68,23,55,78,10,8,14,8,1,6,32,22,1,208,11.1,,1443,21:13,731,601,54.9,48,52,,,,,,
33,Alex,Barré-Boulet,F,2022-23,25,TBL,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,10,10:01,0,1,0.0,0,0,,,,,,
34,Tyson,Barrie,D,2022-23,31,TOT,NHL,85,13,42,55,-7,36,9,4,0,1,14,27,1,163,8.0,,1681,19:47,0,0,,90,55,,,,,,
35,Justin,Barron,D,2022-23,21,MTL,NHL,39,4,11,15,-2,20,2,1,1,1,10,1,0,40,10.0,,636,16:18,0,0,,38,49,,,,,,
36,Mathew,Barzal,C,2022-23,25,NYI,NHL,58,14,37,51,5,22,10,4,0,5,22,15,0,139,10.1,,1086,18:43,104,188,35.6,34,25,,,,,,
37,Drake,Batherson,C,2022-23,24,OTT,NHL,82,22,40,62,-35,33,8,14,0,2,25,15,0,249,8.8,,1526,18:36,13,25,34.2,35,115,,,,,,
38,Gavin,Bayreuther,D,2022-23,28,CBJ,NHL,51,2,12,14,-18,23,2,0,0,0,11,1,0,61,3.3,,813,15:57,0,0,,71,54,,,,,,
39,Nathan,Beaulieu,D,2022-23,30,ANA,NHL,52,0,4,4,-23,39,0,0,0,0,4,0,0,33,0.0,,792,15:14,0,0,,80,49,,,,,,
40,Anthony,Beauvillier,LW,2022-23,25,TOT,NHL,82,18,22,40,-10,24,15,3,0,5,21,1,0,176,10.2,,1334,16:16,3,10,23.1,30,78,,,,,,
41,Owen,Beck,C,2022-23,18,MTL,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,10,9:48,1,2,33.3,1,0,,,,,,
42,Adam,Beckman,LW,2022-23,21,MIN,NHL,9,0,0,0,-2,0,0,0,0,0,0,0,0,12,0.0,,96,10:41,0,1,0.0,2,3,,,,,,
43,Pierre-Édouard,Bellemare,LW,2022-23,37,TBL,NHL,73,4,9,13,-9,34,4,0,0,0,7,0,2,51,7.8,,824,11:17,322,294,52.3,48,67,,,,,,
44,Kieffer,Bellows,LW,2022-23,24,TOT,NHL,28,3,0,3,-8,6,3,0,0,1,0,0,0,32,9.4,,271,9:41,3,15,16.7,10,48,,,,,,
45,Alex,Belzile,F,2022-23,31,MTL,NHL,31,6,8,14,0,13,6,0,0,0,8,0,0,40,15.0,,376,12:08,96,109,46.8,22,27,,,,,,
46,Emil,Bemström,C,2022-23,23,CBJ,NHL,55,7,15,22,-11,6,4,3,0,0,12,3,0,95,7.4,,666,12:07,7,10,41.2,21,16,,,,,,
47,Matthew,Beniers,C,2022-23,20,SEA,NHL,80,24,33,57,14,2,20,4,0,4,26,6,1,148,16.2,,1367,17:06,409,560,42.2,48,79,,,,,,
48,Jamie,Benn,LW,2022-23,33,DAL,NHL,82,33,45,78,23,34,18,13,2,4,27,17,1,190,17.4,,1294,15:47,520,345,60.1,38,97,,,,,,
49,Jordie,Benn,D,2022-23,35,TOR,NHL,12,1,1,2,-1,12,1,0,0,1,1,0,0,13,7.7,,190,15:48,0,0,,29,31,,,,,,
50,Sam,Bennett,C,2022-23,26,FLA,NHL,63,16,24,40,5,54,12,4,0,3,19,5,0,193,8.3,,1097,17:24,425,479,47.0,35,150,,,,,,
51,Matt,Benning,D,2022-23,28,SJS,NHL,77,1,23,24,-18,26,1,0,0,0,21,1,1,58,1.7,,1523,19:47,0,0,,125,102,,,,,,
52,Simon,Benoit,D,2022-23,24,ANA,NHL,78,3,7,10,-29,60,3,0,0,0,7,0,0,82,3.7,,1509,19:21,0,0,,128,216,,,,,,
53,Tyler,Benson,LW,2022-23,24,EDM,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,13,6:17,0,0,,0,2,,,,,,
54,Patrice,Bergeron,C,2022-23,37,BOS,NHL,78,27,31,58,35,22,16,9,2,7,21,10,0,249,10.8,,1357,17:24,1043,663,61.1,54,66,,,,,,
55,Jonatan,Berggren,RW,2022-23,22,DET,NHL,67,15,13,28,-14,16,10,5,0,0,9,4,0,98,15.3,,902,13:28,3,3,50.0,28,20,,,,,,
56,Tim,Berni,D,2022-23,22,CBJ,NHL,59,1,2,3,-26,34,1,0,0,0,2,0,0,58,1.7,,1001,16:58,0,0,,74,122,,,,,,
57,William,Bitten,C,2022-23,24,STL,NHL,4,0,1,1,1,0,0,0,0,0,1,0,0,0,,,27,6:39,0,0,,0,10,,,,,,
58,Anders,Bjork,LW,2022-23,26,TOT,NHL,14,2,6,8,4,2,2,0,0,0,6,0,0,15,13.3,,194,13:50,0,2,0.0,4,8,,,,,,
59,Marcus,Björk,D,2022-23,25,CBJ,NHL,33,3,8,11,-9,42,2,1,0,0,3,5,0,34,8.8,,599,18:09,0,0,,47,45,,,,,,
60,Oliver,Bjorkstrand,RW,2022-23,27,SEA,NHL,81,20,25,45,-1,16,15,5,0,1,20,5,0,198,10.1,,1266,15:37,18,41,30.5,38,63,,,,,,
61,Tobias,Björnfot,D,2022-23,21,LAK,NHL,10,0,1,1,1,6,0,0,0,0,1,0,0,10,0.0,,143,14:17,0,0,,11,12,,,,,,
62,Nick,Bjugstad,C,2022-23,30,TOT,NHL,78,17,12,29,13,34,15,1,1,1,12,0,0,145,11.7,,1264,16:12,530,578,47.8,44,168,,,,,,
63,Colin,Blackwell,C,2022-23,29,CHI,NHL,53,2,8,10,-16,6,2,0,0,0,7,0,1,53,3.8,,625,11:48,18,18,50.0,17,49,,,,,,
64,Sammy,Blais,LW,2022-23,26,TOT,NHL,71,9,16,25,4,30,9,0,0,1,15,1,0,70,12.9,,838,11:48,2,5,28.6,35,238,,,,,,
65,Anton,Blidh,LW,2022-23,27,COL,NHL,14,0,0,0,-2,4,0,0,0,0,0,0,0,9,0.0,,92,6:35,1,3,25.0,2,18,,,,,,
66,Matěj,Blümel,RW,2022-23,22,DAL,NHL,6,1,0,1,-2,0,1,0,0,0,0,0,0,7,14.3,,58,9:42,0,0,,2,7,,,,,,
67,Brock,Boeser,RW,2022-23,25,VAN,NHL,74,18,37,55,-20,24,12,6,0,3,27,10,0,178,10.1,,1276,17:14,22,35,38.6,32,49,,,,,,
68,Zach,Bogosian,D,2022-23,32,TBL,NHL,46,1,4,5,-4,42,1,0,0,0,4,0,0,54,1.9,,689,14:59,1,0,100.0,50,114,,,,,,
69,Samuel,Bolduc,D,2022-23,22,NYI,NHL,17,2,1,3,5,2,2,0,0,1,1,0,0,20,10.0,,245,14:24,0,0,,16,26,,,,,,
70,Matt,Boldy,LW,2022-23,21,MIN,NHL,81,31,32,63,1,39,23,8,0,5,14,18,0,255,12.2,,1498,18:30,77,64,54.6,26,65,,,,,,
71,Jesper,Boqvist,C,2022-23,24,NJD,NHL,70,10,11,21,8,2,10,0,0,2,11,0,0,67,14.9,,812,11:36,66,133,33.2,20,50,,,,,,
72,Thomas,Bordeleau,C,2022-23,21,SJS,NHL,8,0,2,2,-3,0,0,0,0,0,2,0,0,9,0.0,,122,15:14,2,6,25.0,3,4,,,,,,
73,William,Borgen,D,2022-23,26,SEA,NHL,82,3,17,20,11,47,3,0,0,1,17,0,0,76,3.9,,1342,16:22,0,0,,89,203,,,,,,
74,Henrik,Borgström,C,2022-23,25,WSH,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,8,8:10,0,0,,0,0,,,,,,
75,Evan,Bouchard,D,2022-23,23,EDM,NHL,82,8,32,40,6,28,6,2,0,2,20,11,1,156,5.1,,1518,18:31,0,0,,77,95,,,,,,
76,Shane,Bowers,C,2022-23,23,COL,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,,2,1:46,0,2,0.0,0,0,,,,,,
77,Travis,Boyd,C,2022-23,29,ARI,NHL,82,15,19,34,-32,26,13,2,0,3,11,8,0,94,16.0,,1355,16:32,502,654,43.4,59,39,,,,,,
78,Erik,Brännström,D,2022-23,23,OTT,NHL,74,2,16,18,5,38,2,0,0,0,15,1,0,74,2.7,,1192,16:07,0,0,,103,49,,,,,,
79,Derick,Brassard,C,2022-23,35,OTT,NHL,62,13,10,23,3,30,8,5,0,4,5,5,0,92,14.1,,755,12:11,143,143,50.0,10,90,,,,,,
80,Jesper,Bratt,W,2022-23,24,NJD,NHL,82,32,41,73,14,6,24,8,0,3,27,14,0,212,15.1,,1424,17:22,0,0,,23,24,,,,,,
81,Justin,Braun,D,2022-23,35,PHI,NHL,51,0,2,2,-1,19,0,0,0,0,2,0,0,42,0.0,,764,14:59,0,0,,49,47,,,,,,
82,Guillaume,Brisebois,D,2022-23,25,VAN,NHL,17,1,2,3,-2,6,1,0,0,0,2,0,0,15,6.7,,281,16:32,0,0,,27,11,,,,,,
83,Philip,Broberg,D,2022-23,21,EDM,NHL,46,1,7,8,6,2,1,0,0,0,7,0,0,32,3.1,,580,12:36,0,0,,35,28,,,,,,
84,T.J.,Brodie,D,2022-23,32,TOR,NHL,58,2,12,14,10,14,2,0,0,0,11,0,1,58,3.4,,1231,21:13,0,0,,111,47,,,,,,
85,Jonny,Brodzinski,C,2022-23,29,NYR,NHL,17,1,1,2,3,8,1,0,0,0,1,0,0,27,3.7,,158,9:19,51,45,53.1,4,9,,,,,,
86,Connor,Brown,RW,2022-23,29,WSH,NHL,4,0,0,0,-3,0,0,0,0,0,0,0,0,2,0.0,,67,16:46,2,3,40.0,1,6,,,,,,
87,Patrick,Brown,C,2022-23,30,TOT,NHL,61,4,8,12,-2,44,3,0,1,0,8,0,0,60,6.7,,694,11:23,178,161,52.5,42,167,,,,,,
88,Michael,Bunting,LW,2022-23,27,TOR,NHL,82,23,26,49,21,103,16,7,0,4,23,3,0,174,13.2,,1295,15:48,1,1,50.0,18,85,,,,,,
89,André,Burakovsky,LW,2022-23,27,SEA,NHL,49,13,26,39,-9,14,9,4,0,3,16,10,0,105,12.4,,811,16:33,0,6,0.0,15,17,,,,,,
90,Callahan,Burke,C,2022-23,25,COL,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,,18,8:49,2,4,33.3,2,1,,,,,,
91,Brent,Burns,D,2022-23,37,CAR,NHL,82,18,43,61,19,44,14,4,0,2,24,19,0,255,7.1,,1904,23:13,1,0,100.0,86,40,,,,,,
92,Kyle,Burroughs,D,2022-23,27,VAN,NHL,48,2,3,5,-4,62,2,0,0,0,3,0,0,47,4.3,,833,17:22,0,1,0.0,84,165,,,,,,
93,Quinton,Byfield,C,2022-23,20,LAK,NHL,53,3,19,22,13,30,2,1,0,0,19,0,0,74,4.1,,745,14:04,51,57,47.2,16,53,,,,,,
94,Drake,Caggiula,LW,2022-23,28,PIT,NHL,4,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,,26,6:36,0,1,0.0,1,6,,,,,,
95,Kyle,Capobianco,D,2022-23,25,WPG,NHL,14,2,0,2,1,6,2,0,0,1,0,0,0,14,14.3,,173,12:20,0,0,,6,12,,,,,,
96,Michael,Carcone,F,2022-23,26,ARI,NHL,9,2,1,3,3,2,2,0,0,0,1,0,0,15,13.3,,114,12:39,0,0,,1,16,,,,,,
97,Gabriel,Carlsson,D,2022-23,26,WSH,NHL,6,0,2,2,-1,0,0,0,0,0,2,0,0,3,0.0,,83,13:46,0,0,,1,4,,,,,,
98,Lucas,Carlsson,D,2022-23,25,FLA,NHL,2,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,20,10:06,0,0,,1,3,,,,,,
99,Ryan,Carpenter,C,2022-23,32,NYR,NHL,22,1,2,3,-5,10,1,0,0,0,2,0,0,17,5.9,,202,9:11,67,57,54.0,11,35,,,,,,
100,Connor,Carrick,D,2022-23,28,BOS,NHL,1,0,1,1,3,0,0,0,0,0,1,0,0,2,0.0,,17,16:54,0,0,,0,4,,,,,,
101,Alexandre,Carrier,D,2022-23,26,NSH,NHL,43,2,7,9,0,27,2,0,0,1,7,0,0,48,4.2,,769,17:53,0,0,,67,57,,,,,,
102,Jeff,Carter,C,2022-23,38,PIT,NHL,79,13,16,29,-16,30,9,4,0,2,10,5,1,139,9.4,,1083,13:42,557,381,59.4,54,80,,,,,,
103,Jackson,Cates,C,2022-23,25,PHI,NHL,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,,45,8:59,9,10,47.4,1,3,,,,,,
104,Noah,Cates,LW,2022-23,23,PHI,NHL,82,13,25,38,3,12,9,3,1,5,19,5,1,107,12.1,,1457,17:46,416,638,39.5,65,86,,,,,,
105,Cody,Ceci,D,2022-23,29,EDM,NHL,80,1,14,15,11,24,1,0,0,0,14,0,0,88,1.1,,1611,20:08,0,0,,110,139,,,,,,
106,Erik,Černák,D,2022-23,25,TBL,NHL,70,2,14,16,8,53,1,0,1,0,13,0,1,87,2.3,,1347,19:14,0,0,,100,209,,,,,,
107,Rourke,Chartier,C,2022-23,26,OTT,NHL,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0.0,,62,10:20,19,14,57.6,3,10,,,,,,
108,Jalen,Chatfield,D,2022-23,26,CAR,NHL,78,6,8,14,23,35,5,0,1,2,7,0,1,93,6.5,,1102,14:07,0,0,,63,78,,,,,,
109,Ben,Chiarot,D,2022-23,31,DET,NHL,76,5,14,19,-31,51,5,0,0,0,14,0,0,110,4.5,,1566,20:37,0,0,,163,147,,,,,,
110,Alex,Chiasson,RW,2022-23,32,DET,NHL,20,6,3,9,-8,6,1,5,0,0,1,2,0,25,24.0,,241,12:04,0,7,0.0,7,14,,,,,,
111,Dennis,Cholowski,D,2022-23,24,NYI,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,26,12:47,0,0,,1,0,,,,,,
112,Jake,Christiansen,D,2022-23,23,CBJ,NHL,24,0,4,4,-7,4,0,0,0,0,3,1,0,25,0.0,,365,15:13,0,0,,23,20,,,,,,
113,Jakob,Chychrun,D,2022-23,24,TOT,NHL,48,9,24,33,7,30,5,4,0,0,20,4,0,144,6.3,,1090,22:42,0,0,,83,55,,,,,,
114,Filip,Chytil,C,2022-23,23,NYR,NHL,74,22,23,45,15,30,19,3,0,4,21,2,0,177,12.4,,1087,14:41,251,380,39.8,38,36,,,,,,
115,Nick,Cicek,D,2022-23,22,SJS,NHL,16,0,4,4,-7,15,0,0,0,0,4,0,0,3,0.0,,231,14:25,0,0,,21,28,,,,,,
116,Casey,Cizikas,C,2022-23,31,NYI,NHL,81,6,15,21,0,54,6,0,0,0,13,0,2,111,5.4,,1177,14:32,501,438,53.4,58,188,,,,,,
117,Kale,Clague,D,2022-23,24,BUF,NHL,33,0,4,4,-3,24,0,0,0,0,4,0,0,24,0.0,,498,15:06,0,0,,24,24,,,,,,
118,Brandt,Clarke,D,2022-23,19,LAK,NHL,9,0,2,2,-1,6,0,0,0,0,1,1,0,11,0.0,,123,13:39,0,0,,14,3,,,,,,
119,Kyle,Clifford,LW,2022-23,32,TOR,NHL,2,0,1,1,1,2,0,0,0,0,1,0,0,2,0.0,,16,7:55,0,0,,0,6,,,,,,
120,Connor,Clifton,D,2022-23,27,BOS,NHL,78,5,18,23,20,60,4,0,1,0,18,0,0,93,5.4,,1393,17:51,0,0,,120,208,,,,,,
121,Dylan,Coghlan,D,2022-23,24,CAR,NHL,17,0,3,3,-1,2,0,0,0,0,3,0,0,29,0.0,,216,12:43,0,0,,9,11,,,,,,
122,Andrew,Cogliano,LW,2022-23,35,COL,NHL,79,10,9,19,6,44,10,0,0,0,7,0,2,85,11.8,,997,12:37,33,37,47.1,54,55,,,,,,
123,Ian,Cole,D,2022-23,33,TBL,NHL,78,3,14,17,13,61,3,0,0,0,14,0,0,109,2.8,,1512,19:23,0,0,,123,117,,,,,,
124,Blake,Coleman,C,2022-23,31,CGY,NHL,82,18,20,38,9,54,16,0,2,2,20,0,0,188,9.6,,1247,15:12,20,22,47.6,39,107,,,,,,
125,Ross,Colton,C,2022-23,26,TBL,NHL,81,16,16,32,-8,50,12,4,0,3,11,5,0,153,10.5,,1000,12:21,106,83,56.1,28,188,,,,,,
126,J.T.,Compher,LW,2022-23,27,COL,NHL,82,17,35,52,8,33,12,5,0,3,26,9,0,154,11.0,,1684,20:32,813,852,48.8,82,37,,,,,,
127,Lucas,Condotta,F,2022-23,25,MTL,NHL,1,1,0,1,0,0,1,0,0,0,0,0,0,5,20.0,,11,11:02,4,3,57.1,0,3,,,,,,
128,Kyle,Connor,LW,2022-23,26,WPG,NHL,82,31,49,80,-11,20,23,8,0,8,28,21,0,273,11.4,,1683,20:32,2,5,28.6,24,43,,,,,,
129,Andrew,Copp,C,2022-23,28,DET,NHL,82,9,33,42,2,25,7,1,1,2,29,4,0,120,7.5,,1489,18:09,647,652,49.8,45,32,,,,,,
130,Matthew,Coronato,RW,2022-23,20,CGY,NHL,1,0,0,0,1,2,0,0,0,0,0,0,0,4,0.0,,15,14:38,0,0,,0,1,,,,,,
131,Nick,Cousins,C,2022-23,29,FLA,NHL,79,9,18,27,-1,38,9,0,0,2,18,0,0,102,8.8,,871,11:02,71,73,49.3,36,87,,,,,,
132,Logan,Couture,C,2022-23,33,SJS,NHL,82,27,40,67,-30,19,21,5,1,4,25,15,0,198,13.6,,1569,19:08,640,709,47.4,70,128,,,,,,
133,Charlie,Coyle,C,2022-23,30,BOS,NHL,82,16,29,45,29,30,15,0,1,0,25,0,4,139,11.5,,1393,16:59,536,483,52.6,63,68,,,,,,
134,Dylan,Cozens,C,2022-23,21,BUF,NHL,81,31,37,68,-3,41,24,5,2,1,23,13,1,211,14.7,,1336,16:30,567,607,48.3,30,55,,,,,,
135,Joseph,Cramarossa,C,2022-23,30,MIN,NHL,4,1,0,1,0,4,1,0,0,0,0,0,0,1,100.0,,31,7:48,0,1,0.0,1,8,,,,,,
136,Kyle,Criscuolo,C,2022-23,30,SJS,NHL,1,1,0,1,0,0,1,0,0,1,0,0,0,2,50.0,,13,13:14,1,0,100.0,1,2,,,,,,
137,Sidney,Crosby,C,2022-23,35,PIT,NHL,82,33,60,93,8,52,24,9,0,9,42,18,0,255,12.9,,1652,20:09,978,868,53.0,47,71,,,,,,
138,Lawson,Crouse,LW,2022-23,25,ARI,NHL,77,24,21,45,-3,35,18,6,0,3,19,2,0,151,15.9,,1367,17:45,33,49,40.2,58,194,,,,,,
139,William,Cuylle,LW,2022-23,20,NYR,NHL,4,0,0,0,-2,10,0,0,0,0,0,0,0,1,0.0,,28,6:58,0,2,0.0,0,8,,,,,,
140,Austin,Czarnik,C,2022-23,30,DET,NHL,29,3,2,5,-4,8,3,0,0,0,1,1,0,27,11.1,,324,11:10,69,91,43.1,13,16,,,,,,
141,Kirby,Dach,C,2022-23,22,MTL,NHL,58,14,24,38,-2,43,8,6,0,2,12,10,2,107,13.1,,1073,18:30,87,140,38.3,38,53,,,,,,
142,Evgenii,Dadonov,RW,2022-23,33,TOT,NHL,73,7,26,33,-8,18,7,0,0,0,18,8,0,110,6.4,,1075,14:43,2,6,25.0,43,33,,,,,,
143,Rasmus,Dahlin,D,2022-23,22,BUF,NHL,78,15,58,73,12,92,9,6,0,2,32,26,0,204,7.4,,2012,25:48,0,0,,132,105,,,,,,
144,Zac,Dalpe,RW,2022-23,33,FLA,NHL,14,2,2,4,-4,2,2,0,0,0,2,0,0,17,11.8,,118,8:24,25,17,59.5,6,15,,,,,,
145,Phillip,Danault,C,2022-23,29,LAK,NHL,82,18,36,54,-8,63,15,3,0,1,17,17,2,152,11.8,,1503,18:20,692,581,54.4,75,81,,,,,,
146,Laurent,Dauphin,C,2022-23,27,ARI,NHL,21,1,0,1,-4,10,1,0,0,0,0,0,0,25,4.0,,220,10:28,84,73,53.5,10,17,,,,,,
147,Jeremy,Davies,D,2022-23,26,BUF,NHL,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,,9,8:33,0,0,,1,0,,,,,,
148,Calvin,de,D,2022-23,31,CAR,NHL,53,2,10,12,7,20,2,0,0,0,10,0,0,51,3.9,,717,13:32,0,0,,49,84,,,,,,
149,Jean-Sébastien,Dea,C,2022-23,28,ARI,NHL,4,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,,38,9:27,1,2,33.3,1,3,,,,,,
150,Tony,DeAngelo,D,2022-23,27,PHI,NHL,70,11,31,42,-27,73,7,4,0,1,16,15,0,174,6.3,,1544,22:04,0,0,,79,52,,,,,,
151,Alex,DeBrincat,RW,2022-23,25,OTT,NHL,82,27,39,66,-31,45,16,11,0,6,20,19,0,263,10.3,,1559,19:00,10,9,52.6,38,109,,,,,,
152,Ty,Dellandrea,C,2022-23,22,DAL,NHL,82,9,19,28,9,54,9,0,0,2,16,0,3,92,9.8,,1164,14:12,102,99,50.7,39,125,,,,,,
153,Jason,Demers,D,2022-23,34,EDM,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,11,10:44,0,0,,3,3,,,,,,
154,Grigori,Denisenko,LW,2022-23,22,FLA,NHL,18,0,3,3,-5,4,0,0,0,0,3,0,0,16,0.0,,178,9:53,0,0,,8,20,,,,,,
155,Semyon,Der-Arguchintsev,C,2022-23,22,TOR,NHL,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,7,7:16,0,0,,0,0,,,,,,
156,Vincent,Desharnais,D,2022-23,26,EDM,NHL,36,0,5,5,15,31,0,0,0,0,4,0,1,17,0.0,,488,13:33,0,0,,48,45,,,,,,
157,Nick,DeSimone,D,2022-23,28,CGY,NHL,4,0,0,0,-4,2,0,0,0,0,0,0,0,4,0.0,,45,11:15,0,0,,4,2,,,,,,
158,Nicolas,Deslauriers,LW,2022-23,31,PHI,NHL,80,6,6,12,-11,136,5,0,1,0,6,0,0,70,8.6,,808,10:06,3,8,27.3,26,306,,,,,,
159,Elliot,Desnoyers,F,2022-23,,PHI,NHL,4,0,0,0,-2,0,0,0,0,0,0,0,0,3,0.0,,53,13:22,8,14,36.4,4,9,,,,,,
160,Connor,Dewar,C,2022-23,23,MIN,NHL,81,6,12,18,-5,50,3,0,3,0,11,0,1,87,6.9,,888,10:58,222,281,44.1,50,124,,,,,,
161,Phillip,Di,LW,2022-23,29,VAN,NHL,30,6,6,12,-1,14,6,0,0,0,4,1,1,71,8.5,,437,14:34,1,3,25.0,10,52,,,,,,
