,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
35,Anthony,Beauvillier,LW,2018-19,21,NYI,NHL,81,18,10,28,1,8,17,1,0,4,9,1,0,156,11.5,,1186,14:39,26,31,45.6,35,87,,,,,,
36,Matt,Beleskey,LW,2018-19,30,NYR,NHL,4,1,0,1,1,5,1,0,0,0,0,0,0,3,33.3,,29,7:22,1,0,100.0,1,7,,,,,,
37,Pierre-Édouard,Bellemare,LW,2018-19,33,VEG,NHL,76,6,9,15,2,6,4,0,2,0,9,0,0,108,5.6,,945,12:26,393,326,54.7,51,71,,,,,,
38,Louis,Belpedio,D,2018-19,22,MIN,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,26,13:08,0,0,,4,1,,,,,,
39,Jamie,Benn,LW,2018-19,29,DAL,NHL,78,27,26,53,14,56,19,8,0,2,23,3,0,189,14.3,,1422,18:14,205,213,49.0,71,142,,,,,,
40,Jordie,Benn,D,2018-19,31,MTL,NHL,81,5,17,22,15,39,5,0,0,1,17,0,0,93,5.4,,1474,18:12,0,0,,128,124,,,,,,
41,Patrik,Berglund,C,2018-19,30,BUF,NHL,23,2,2,4,-5,6,2,0,0,0,2,0,0,25,8.0,,300,13:03,68,48,58.6,16,25,,,,,,
42,Alex,Biega,D,2018-19,30,VAN,NHL,41,2,14,16,0,22,2,0,0,0,13,1,0,91,2.2,,725,17:40,0,0,,43,101,,,,,,
43,Clark,Bishop,C,2018-19,22,CAR,NHL,20,1,2,3,-3,6,1,0,0,0,2,0,0,16,6.3,,189,9:27,69,78,46.9,5,39,,,,,,
44,Anthony,Bitetto,D,2018-19,28,TOT,NHL,36,0,3,3,-7,12,0,0,0,0,3,0,0,30,0.0,,429,11:56,0,0,,36,80,,,,,,
45,Anders,Bjork,LW,2018-19,22,BOS,NHL,20,1,2,3,-1,2,1,0,0,0,2,0,0,18,5.6,,236,11:48,1,0,100.0,12,9,,,,,,
46,Oliver,Bjorkstrand,RW,2018-19,23,CBJ,NHL,77,23,13,36,8,8,20,3,0,1,13,0,0,161,14.3,,950,12:20,5,8,38.5,34,43,,,,,,
47,Sammy,Blais,LW,2018-19,22,STL,NHL,32,2,2,4,-1,6,2,0,0,0,2,0,0,27,7.4,,315,9:51,1,1,50.0,12,93,,,,,,
48,Joseph,Blandisi,C,2018-19,24,TOT,NHL,9,0,0,0,-1,6,0,0,0,0,0,0,0,8,0.0,,67,7:27,0,0,,1,10,,,,,,
49,Anton,Blidh,LW,2018-19,23,BOS,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,13:46,0,0,,1,6,,,,,,
50,Brock,Boeser,RW,2018-19,21,VAN,NHL,69,26,30,56,-2,22,20,6,0,3,21,9,0,209,12.4,,1322,19:10,39,51,43.3,22,14,,,,,,
51,William,Borgen,D,2018-19,22,BUF,NHL,4,0,0,0,-5,0,0,0,0,0,0,0,0,2,0.0,,66,16:33,0,0,,3,12,,,,,,
52,Henrik,Borgström,C,2018-19,21,FLA,NHL,50,8,10,18,-14,4,5,3,0,0,6,4,0,54,14.8,,600,12:00,165,240,40.7,12,11,,,,,,
53,Robert,Bortuzzo,D,2018-19,29,STL,NHL,59,2,8,10,9,47,2,0,0,0,7,0,1,75,2.7,,913,15:28,0,0,,72,95,,,,,,
54,Evan,Bouchard,D,2018-19,19,EDM,NHL,7,1,0,1,-5,2,0,1,0,0,0,0,0,10,10.0,,86,12:21,0,0,,8,6,,,,,,
55,Reid,Boucher,C,2018-19,25,VAN,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,5,5:28,0,0,,0,1,,,,,,
56,Gabriel,Bourque,LW,2018-19,28,COL,NHL,55,2,6,8,3,10,2,0,0,1,5,0,1,34,5.9,,536,9:44,7,13,35.0,48,100,,,,,,
57,Jay,Bouwmeester,D,2018-19,35,STL,NHL,78,3,14,17,-3,40,3,0,0,1,14,0,0,82,3.7,,1617,20:44,0,0,,127,61,,,,,,
58,Madison,Bowey,D,2018-19,23,TOT,NHL,50,2,8,10,-1,46,2,0,0,1,8,0,0,48,4.2,,763,15:16,0,0,,63,72,,,,,,
59,Johnny,Boychuk,D,2018-19,35,NYI,NHL,74,3,16,19,10,25,2,1,0,1,13,2,1,157,1.9,,1393,18:50,0,0,,120,144,,,,,,
60,Travis,Boyd,C,2018-19,25,WSH,NHL,53,5,15,20,6,6,5,0,0,1,13,2,0,35,14.3,,521,9:50,76,134,36.2,21,13,,,,,,
61,Brian,Boyle,C,2018-19,34,TOT,NHL,73,18,6,24,-14,38,10,7,1,4,3,2,1,123,14.6,,981,13:26,170,163,51.1,50,145,,,,,,
62,Erik,Brännström,D,2018-19,19,OTT,NHL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,36,18:04,0,0,,1,1,,,,,,
63,Justin,Braun,D,2018-19,31,SJS,NHL,78,2,14,16,-14,35,2,0,0,0,13,1,0,105,1.9,,1584,20:18,0,0,,120,121,,,,,,
64,Connor,Brickley,C,2018-19,26,NYR,NHL,14,1,3,4,3,9,1,0,0,0,3,0,0,18,5.6,,126,8:59,0,7,0.0,6,35,,,,,,
65,Daniel,Brickley,D,2018-19,23,LAK,NHL,4,0,1,1,-2,0,0,0,0,0,1,0,0,2,0.0,,51,12:49,0,0,,4,5,,,,,,
66,Guillaume,Brisebois,D,2018-19,21,VAN,NHL,8,0,0,0,-4,0,0,0,0,0,0,0,0,5,0.0,,88,11:01,0,0,,7,3,,,,,,
67,T.J.,Brodie,D,2018-19,28,CGY,NHL,79,9,25,34,29,24,7,1,1,1,22,3,0,102,8.8,,1696,21:28,0,1,0.0,86,21,,,,,,
68,Kyle,Brodziak,C,2018-19,34,EDM,NHL,70,6,3,9,-14,33,5,0,1,2,3,0,0,74,8.1,,818,11:42,399,368,52.0,46,92,,,,,,
69,Jonny,Brodzinski,C,2018-19,25,LAK,NHL,13,2,1,3,0,2,2,0,0,0,1,0,0,17,11.8,,129,9:55,1,1,50.0,7,23,,,,,,
70,Troy,Brouwer,RW,2018-19,33,FLA,NHL,75,12,9,21,-6,47,11,0,1,1,9,0,0,86,14.0,,952,12:41,19,32,37.3,38,177,,,,,,
71,Connor,Brown,RW,2018-19,25,TOR,NHL,82,8,21,29,11,16,8,0,0,0,17,1,3,85,9.4,,1131,13:48,20,31,39.2,37,35,,,,,,
72,J.T.,Brown,RW,2018-19,28,MIN,NHL,56,3,5,8,0,29,3,0,0,0,5,0,0,56,5.4,,514,9:10,5,13,27.8,16,99,,,,,,
73,Josh,Brown,D,2018-19,25,FLA,NHL,37,1,1,2,-3,28,1,0,0,0,1,0,0,28,3.6,,492,13:18,0,0,,31,80,,,,,,
74,Logan,Brown,C,2018-19,20,OTT,NHL,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,,21,10:31,2,6,25.0,1,0,,,,,,
75,Michael,Bunting,LW,2018-19,23,ARI,NHL,5,1,0,1,0,2,1,0,0,0,0,0,0,5,20.0,,48,9:33,0,0,,1,6,,,,,,
76,André,Burakovsky,LW,2018-19,23,WSH,NHL,76,12,13,25,2,14,11,1,0,4,13,0,0,100,12.0,,846,11:08,7,13,35.0,29,35,,,,,,
77,Erik,Burgdoerfer,D,2018-19,30,OTT,NHL,4,0,0,0,-1,2,0,0,0,0,0,0,0,2,0.0,,43,10:40,0,0,,0,16,,,,,,
78,Brent,Burns,D,2018-19,33,SJS,NHL,82,16,67,83,13,34,8,7,1,6,42,21,4,300,5.3,,2058,25:06,0,1,0.0,105,90,,,,,,
79,Chris,Butler,D,2018-19,32,STL,NHL,13,1,1,2,3,0,1,0,0,0,1,0,0,10,10.0,,183,14:02,0,0,,17,17,,,,,,
80,Dustin,Byfuglien,D,2018-19,33,WPG,NHL,42,4,27,31,4,69,3,1,0,1,12,15,0,115,3.5,,1023,24:22,0,0,,51,77,,,,,,
81,Mikkel,Bødker,RW,2018-19,29,OTT,NHL,71,7,28,35,-23,6,5,2,0,1,23,5,0,88,8.0,,996,14:01,7,11,38.9,28,54,,,,,,
82,Drake,Caggiula,LW,2018-19,24,TOT,NHL,55,12,11,23,-5,28,11,0,1,2,11,0,0,96,12.5,,794,14:26,16,27,37.2,26,135,,,,,,
83,Ryan,Callahan,RW,2018-19,33,TBL,NHL,52,7,10,17,7,14,6,1,0,3,9,0,1,76,9.2,,579,11:08,6,15,28.6,25,89,,,,,,
84,Matt,Calvert,LW,2018-19,29,COL,NHL,82,11,15,26,-10,58,10,1,0,0,12,1,2,141,7.8,,1164,14:12,40,53,43.0,51,115,,,,,,
85,Kyle,Capobianco,D,2018-19,21,ARI,NHL,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0.0,,32,16:05,0,0,,2,2,,,,,,
86,Paul,Carey,C,2018-19,30,TOT,NHL,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,,75,10:39,1,3,25.0,3,3,,,,,,
87,Ryan,Carpenter,C,2018-19,28,VEG,NHL,68,5,13,18,-6,8,4,0,1,0,12,0,1,102,4.9,,858,12:37,161,145,52.6,17,126,,,,,,
88,Daniel,Carr,LW,2018-19,27,VEG,NHL,6,1,0,1,-1,0,1,0,0,0,0,0,0,11,9.1,,59,9:50,0,0,,3,9,,,,,,
89,Connor,Carrick,D,2018-19,24,TOT,NHL,34,2,9,11,-13,19,2,0,0,1,8,1,0,42,4.8,,571,16:48,0,0,,37,25,,,,,,
90,Sam,Carrick,C,2018-19,26,ANA,NHL,6,0,1,1,-1,2,0,0,0,0,1,0,0,5,0.0,,61,10:13,19,18,51.4,2,15,,,,,,
91,Trevor,Carrick,D,2018-19,24,CAR,NHL,1,0,0,0,-1,5,0,0,0,0,0,0,0,0,,,11,11:29,0,0,,1,1,,,,,,
92,Colby,Cave,C,2018-19,24,TOT,NHL,53,3,5,8,-5,16,3,0,0,1,5,0,0,58,5.2,,653,12:19,200,199,50.1,18,73,,,,,,
93,Cody,Ceci,D,2018-19,25,OTT,NHL,74,7,19,26,-22,18,7,0,0,2,18,1,0,132,5.3,,1670,22:34,0,0,,142,120,,,,,,
94,Peter,Cehlárik,LW,2018-19,23,BOS,NHL,20,4,2,6,3,6,3,1,0,1,2,0,0,30,13.3,,252,12:36,0,5,0.0,7,5,,,,,,
95,Erik,Černák,D,2018-19,21,TBL,NHL,58,5,11,16,25,58,4,1,0,1,11,0,0,107,4.7,,1117,19:15,0,0,,79,198,,,,,,
96,Michael,Chaput,C,2018-19,26,MTL,NHL,32,0,5,5,-4,14,0,0,0,0,5,0,0,31,0.0,,359,11:13,124,120,50.8,17,53,,,,,,
97,Zdeno,Chára,D,2018-19,41,BOS,NHL,62,5,9,14,22,57,4,1,0,2,7,2,0,99,5.1,,1307,21:05,0,0,,88,81,,,,,,
98,Rourke,Chartier,C,2018-19,22,SJS,NHL,13,1,0,1,-5,2,1,0,0,0,0,0,0,19,5.3,,122,9:24,34,51,40.0,3,14,,,,,,
99,Jake,Chelios,D,2018-19,27,DET,NHL,5,0,0,0,0,2,0,0,0,0,0,0,0,5,0.0,,86,17:12,0,0,,5,7,,,,,,
100,Alex,Chiasson,RW,2018-19,28,EDM,NHL,73,22,16,38,-1,32,13,8,1,1,8,7,1,123,17.9,,1239,16:58,7,15,31.8,31,85,,,,,,
101,Filip,Chlapík,C,2018-19,21,OTT,NHL,5,1,0,1,-2,4,1,0,0,0,0,0,0,9,11.1,,69,13:52,8,16,33.3,4,1,,,,,,
102,Anthony,Cirelli,C,2018-19,21,TBL,NHL,82,19,20,39,25,34,14,0,5,5,18,1,1,123,15.4,,1217,14:51,502,449,52.8,49,94,,,,,,
103,Fredrik,Claesson,D,2018-19,26,NYR,NHL,37,2,4,6,3,9,2,0,0,0,3,0,1,44,4.5,,638,17:15,0,0,,33,76,,,,,,
104,Adam,Clendening,D,2018-19,26,CBJ,NHL,4,0,0,0,1,0,0,0,0,0,0,0,0,3,0.0,,43,10:39,0,0,,3,1,,,,,,
105,Cal,Clutterbuck,RW,2018-19,31,NYI,NHL,73,8,15,23,6,44,5,3,0,2,14,0,1,95,8.4,,1020,13:58,15,19,44.1,40,209,,,,,,
106,Braydon,Coburn,D,2018-19,33,TBL,NHL,74,4,19,23,4,34,4,0,0,0,19,0,0,113,3.5,,1192,16:07,0,0,,62,96,,,,,,
107,Andrew,Cogliano,LW,2018-19,31,TOT,NHL,78,6,11,17,1,22,5,1,0,1,11,0,0,106,5.7,,982,12:35,11,18,37.9,32,68,,,,,,
108,Ian,Cole,D,2018-19,29,COL,NHL,71,2,13,15,-1,115,2,0,0,0,13,0,0,82,2.4,,1403,19:45,0,0,,178,107,,,,,,
109,Blake,Coleman,C,2018-19,27,NJD,NHL,78,22,14,36,-19,71,16,3,3,3,12,0,2,213,10.3,,1327,17:01,109,153,41.6,44,225,,,,,,
110,Cory,Conacher,LW,2018-19,29,TBL,NHL,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0.0,,9,8:35,0,0,,0,0,,,,,,
111,Erik,Condra,RW,2018-19,32,DAL,NHL,6,1,0,1,-2,2,1,0,0,0,0,0,0,10,10.0,,76,12:41,0,1,0.0,1,3,,,,,,
112,Kevin,Connauton,D,2018-19,28,ARI,NHL,50,1,7,8,-2,22,1,0,0,0,5,0,2,76,1.3,,918,18:21,0,0,,75,108,,,,,,
113,Brett,Connolly,RW,2018-19,26,WSH,NHL,81,22,24,46,13,24,21,1,0,5,23,1,0,139,15.8,,1080,13:20,9,22,29.0,25,53,,,,,,
114,Kyle,Connor,LW,2018-19,22,WPG,NHL,82,34,32,66,-7,18,22,11,1,5,24,8,0,227,15.0,,1579,19:15,8,5,61.5,21,9,,,,,,
115,Andrew,Copp,C,2018-19,24,WPG,NHL,69,11,14,25,20,6,10,0,1,2,14,0,0,82,13.4,,839,12:10,198,160,55.3,34,71,,,,,,
116,Logan,Couture,C,2018-19,29,SJS,NHL,81,27,43,70,-6,22,19,6,2,3,31,12,0,204,13.2,,1506,18:36,282,327,46.3,52,65,,,,,,
117,Charlie,Coyle,C,2018-19,26,TOT,NHL,81,12,22,34,-1,20,10,1,1,2,19,3,0,155,7.7,,1359,16:47,322,380,45.9,56,77,,,,,,
118,Adam,Cracknell,RW,2018-19,33,ANA,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,3,0.0,,21,10:26,0,0,,0,6,,,,,,
119,Matt,Cullen,C,2018-19,42,PIT,NHL,71,7,13,20,6,14,5,0,2,2,11,0,2,87,8.0,,817,11:31,320,320,50.0,31,32,,,,,,
120,Josh,Currie,RW,2018-19,26,EDM,NHL,21,2,3,5,2,2,2,0,0,0,3,0,0,19,10.5,,183,8:43,2,3,40.0,17,39,,,,,,
121,Evgenii,Dadonov,RW,2018-19,29,FLA,NHL,82,28,42,70,-6,8,20,8,0,4,33,9,0,195,14.4,,1506,18:22,2,3,40.0,42,33,,,,,,
122,Rasmus,Dahlin,D,2018-19,18,BUF,NHL,82,9,35,44,-13,34,4,5,0,4,20,15,0,177,5.1,,1735,21:09,0,0,,66,97,,,,,,
123,Carl,Dahlström,D,2018-19,24,CHI,NHL,38,0,6,6,9,6,0,0,0,0,5,0,1,42,0.0,,707,18:36,0,0,,35,33,,,,,,
124,Michael,Dal,LW,2018-19,22,NYI,NHL,28,3,4,7,3,2,3,0,0,2,4,0,0,34,8.8,,339,12:07,0,1,0.0,8,10,,,,,,
125,Trevor,Daley,D,2018-19,35,DET,NHL,44,2,6,8,-3,12,1,0,1,1,6,0,0,47,4.3,,817,18:34,0,0,,53,14,,,,,,
126,Zac,Dalpe,RW,2018-19,29,CBJ,NHL,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0.0,,9,9:01,0,1,0.0,0,0,,,,,,
127,Marko,Daňo,C,2018-19,24,COL,NHL,8,0,0,0,-1,7,0,0,0,0,0,0,0,3,0.0,,55,6:53,0,5,0.0,3,16,,,,,,
128,Laurent,Dauphin,C,2018-19,23,ARI,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,,12,12:19,0,1,0.0,1,0,,,,,,
129,Brandon,Davidson,D,2018-19,27,CHI,NHL,10,0,1,1,-4,15,0,0,0,0,1,0,0,7,0.0,,138,13:48,0,0,,15,17,,,,,,
130,Calvin,de,D,2018-19,27,CAR,NHL,74,1,13,14,1,20,1,0,0,1,13,0,0,102,1.0,,1370,18:31,0,1,0.0,106,187,,,,,,
131,Jacob,de,LW,2018-19,23,DET,NHL,60,3,6,9,-13,16,3,0,0,0,6,0,0,55,5.5,,686,11:26,161,219,42.4,29,72,,,,,,
132,Chase,De,C,2018-19,23,ANA,NHL,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,,13,12:32,0,0,,0,1,,,,,,
133,Jean-Sébastien,Dea,C,2018-19,24,TOT,NHL,23,4,2,6,0,8,4,0,0,1,2,0,0,29,13.8,,236,10:15,53,51,51.0,12,21,,,,,,
134,Tony,DeAngelo,D,2018-19,23,NYR,NHL,61,4,26,30,6,77,4,0,0,0,16,10,0,111,3.6,,1179,19:20,0,0,,82,54,,,,,,
135,Alex,DeBrincat,RW,2018-19,21,CHI,NHL,82,41,35,76,0,15,28,13,0,3,24,11,0,220,18.6,,1451,17:42,16,19,45.7,26,35,,,,,,
136,Jake,DeBrusk,LW,2018-19,22,BOS,NHL,68,27,15,42,2,18,19,8,0,4,12,3,0,156,17.3,,1099,16:10,8,30,21.1,24,45,,,,,,
137,Michael,Del,D,2018-19,28,TOT,NHL,42,1,9,10,-2,8,1,0,0,0,9,0,0,45,2.2,,715,17:02,0,0,,53,129,,,,,,
138,Jason,Demers,D,2018-19,30,ARI,NHL,35,2,6,8,9,12,2,0,0,2,5,1,0,39,5.1,,700,20:00,0,0,,43,50,,,,,,
139,Travis,Dermott,D,2018-19,22,TOR,NHL,64,4,13,17,-5,22,4,0,0,0,13,0,0,98,4.1,,1108,17:18,0,0,,57,100,,,,,,
140,Nicolas,Deslauriers,LW,2018-19,27,MTL,NHL,48,2,3,5,-12,22,1,0,1,0,3,0,0,48,4.2,,482,10:02,1,0,100.0,22,135,,,,,,
141,Phillip,Di,LW,2018-19,25,TOT,NHL,24,1,3,4,-3,8,1,0,0,0,3,0,0,31,3.2,,243,10:08,3,2,60.0,9,54,,,,,,
142,Jason,Dickinson,C,2018-19,23,DAL,NHL,67,6,16,22,9,23,6,0,0,2,16,0,0,94,6.4,,896,13:22,201,268,42.9,50,106,,,,,,
143,Brenden,Dillon,D,2018-19,28,SJS,NHL,82,1,21,22,19,61,0,0,1,0,21,0,0,71,1.4,,1455,17:45,0,0,,78,201,,,,,,
144,Christian,Djoos,D,2018-19,24,WSH,NHL,45,1,9,10,9,4,1,0,0,0,9,0,0,33,3.0,,611,13:34,0,0,,28,18,,,,,,
145,Max,Domi,LW,2018-19,23,MTL,NHL,82,28,44,72,20,80,24,4,0,2,37,7,0,203,13.8,,1425,17:23,447,549,44.9,39,53,,,,,,
146,Ryan,Donato,C,2018-19,22,TOT,NHL,56,10,15,25,-15,6,7,3,0,1,10,5,0,139,7.2,,767,13:42,11,17,39.3,21,24,,,,,,
147,Matt,Donovan,D,2018-19,28,NSH,NHL,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,,15,7:24,0,0,,3,0,,,,,,
148,Jake,Dotchin,D,2018-19,24,ANA,NHL,20,0,1,1,-4,39,0,0,0,0,0,0,1,7,0.0,,236,11:49,0,0,,16,54,,,,,,
149,Justin,Dowling,C,2018-19,28,DAL,NHL,11,0,1,1,-4,0,0,0,0,0,1,0,0,9,0.0,,139,12:40,31,28,52.5,7,11,,,,,,
150,Leon,Draisaitl,C,2018-19,23,EDM,NHL,82,50,55,105,2,52,31,16,3,5,42,13,0,231,21.6,,1852,22:35,677,663,50.5,26,57,,,,,,
151,Sheldon,Dries,C,2018-19,24,COL,NHL,40,3,3,6,-7,26,2,0,1,0,3,0,0,44,6.8,,363,9:04,66,65,50.4,20,66,,,,,,
152,Dillon,Dubé,C,2018-19,20,CGY,NHL,25,1,4,5,2,4,1,0,0,0,4,0,0,22,4.5,,252,10:04,16,24,40.0,3,11,,,,,,
153,Brandon,Dubinsky,C,2018-19,32,CBJ,NHL,61,6,8,14,-16,36,6,0,0,0,7,0,1,63,9.5,,754,12:21,427,321,57.1,28,147,,,,,,
154,Matt,Duchene,C,2018-19,28,TOT,NHL,73,31,39,70,-3,8,25,6,0,1,31,8,0,172,18.0,,1375,18:50,676,546,55.3,40,28,,,,,,
155,Anthony,Duclair,LW,2018-19,23,TOT,NHL,74,19,14,33,-2,14,12,7,0,3,13,1,0,132,14.4,,940,12:42,2,13,13.3,33,32,,,,,,
156,Mathew,Dumba,D,2018-19,24,MIN,NHL,32,12,10,22,-5,21,6,6,0,1,4,6,0,93,12.9,,748,23:23,0,0,,43,60,,,,,,
