,Player First Name,Player Last Name,Position,Season,Age,Team,League,Games Played,Goals,Assists,Points,+/-,Penalties in Minutes,Even Strength Goals,Power Play Goals,Short Handed Goals,Game-Winning Goals,Even Strength Assists,Power Play Assists,Short-Handed Assists,Shots On Goals,Shooting Percentage,Total Shoot Assists,Time on Minutes,Average Time on Ice,Faceoff Wins,Faceoff Losses,Faceoff Percentage,Blocks,Hits,Takeaways,Giveaways,Awards,Injury Time,Total Time Out This Year,Injury Description
27,Kevin,Bahl,D,2021-22,21,NJD,NHL,17,1,3,4,-6,10,1,0,0,0,3,0,0,16,6.3,,268,15:45,0,0,,15,28,,,,,,
28,Josh,Bailey,C,2021-22,32,NYI,NHL,74,14,30,44,-7,6,12,2,0,1,21,9,0,87,16.1,,1250,16:53,43,67,39.1,26,19,,,,,,
29,Justin,Bailey,RW,2021-22,26,VAN,NHL,14,0,0,0,-5,6,0,0,0,0,0,0,0,16,0.0,,127,9:05,0,1,0.0,6,12,,,,,,
30,Rūdolfs,Balcers,LW,2021-22,24,SJS,NHL,61,11,12,23,-3,20,11,0,0,1,11,0,1,98,11.2,,917,15:02,8,12,40.0,43,115,,,,,,
31,Alexander,Barabanov,F,2021-22,27,SJS,NHL,70,10,29,39,-5,14,8,2,0,1,23,6,0,103,9.7,,1203,17:11,0,1,0.0,39,53,,,,,,
32,Ivan,Barbashev,C,2021-22,26,STL,NHL,81,26,34,60,4,40,21,4,1,2,28,5,1,111,23.4,,1332,16:26,131,197,39.9,28,160,,,,,,
33,Alex,Barré-Boulet,F,2021-22,24,TOT,NHL,16,3,3,6,0,4,3,0,0,0,2,1,0,16,18.8,,176,11:00,6,9,40.0,3,10,,,,,,
34,Alex,Barré-Boulet,F,2021-22,24,SEA,NHL,2,0,1,1,0,0,0,0,0,0,1,0,0,0,,,17,8:39,0,0,,0,0,,,,,,
35,Justin,Barron,D,2021-22,20,TOT,NHL,7,1,1,2,-3,0,1,0,0,0,1,0,0,13,7.7,,120,17:11,0,0,,5,5,,,,,,
36,Justin,Barron,D,2021-22,20,COL,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,25,12:35,0,0,,1,1,,,,,,
37,Morgan,Barron,C,2021-22,23,TOT,NHL,27,2,3,5,-4,8,2,0,0,0,3,0,0,33,6.1,,265,9:48,30,24,55.6,8,49,,,,,,
38,Morgan,Barron,C,2021-22,23,NYR,NHL,13,0,1,1,-1,4,0,0,0,0,1,0,0,9,0.0,,116,8:54,25,17,59.5,3,28,,,,,,
39,Mathew,Barzal,C,2021-22,24,NYI,NHL,73,15,44,59,-15,18,14,1,0,1,25,19,0,161,9.3,,1315,18:01,234,271,46.3,17,36,,,,,,
40,Nathan,Bastian,RW,2021-22,24,TOT,NHL,72,12,6,18,-12,65,9,3,0,1,5,1,0,97,12.4,,857,11:54,23,25,47.9,40,210,,,,,,
41,Nathan,Bastian,RW,2021-22,24,SEA,NHL,12,1,1,2,-1,31,1,0,0,0,1,0,0,10,10.0,,111,9:14,2,2,50.0,6,16,,,,,,
42,Gavin,Bayreuther,D,2021-22,27,CBJ,NHL,43,0,8,8,0,22,0,0,0,0,8,0,0,44,0.0,,561,13:03,0,0,,45,50,,,,,,
43,Ethan,Bear,D,2021-22,24,CAR,NHL,58,5,9,14,1,20,5,0,0,2,8,1,0,97,5.2,,933,16:05,0,0,,41,55,,,,,,
44,Nicolas,Beaudin,D,2021-22,22,CHI,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0.0,,12,6:10,0,0,,1,0,,,,,,
45,Anthony,Beauvillier,LW,2021-22,24,NYI,NHL,75,12,22,34,-10,12,7,5,0,1,16,6,0,154,7.8,,1263,16:50,4,6,40.0,20,39,,,,,,
46,Adam,Beckman,LW,2021-22,20,MIN,NHL,3,0,1,1,-1,2,0,0,0,0,1,0,0,4,0.0,,31,10:25,0,0,,1,1,,,,,,
47,Pierre-Édouard,Bellemare,LW,2021-22,36,TBL,NHL,80,9,11,20,24,19,8,0,1,1,11,0,0,72,12.5,,1101,13:45,483,452,51.7,44,88,,,,,,
48,Kieffer,Bellows,LW,2021-22,23,NYI,NHL,45,6,13,19,-1,19,6,0,0,2,9,4,0,79,7.6,,534,11:52,0,1,0.0,14,103,,,,,,
49,Alex,Belzile,F,2021-22,30,MTL,NHL,11,0,0,0,0,4,0,0,0,0,0,0,0,13,0.0,,114,10:24,8,11,42.1,5,17,,,,,,
50,Emil,Bemström,C,2021-22,22,CBJ,NHL,41,6,5,11,-1,4,6,0,0,1,5,0,0,62,9.7,,431,10:31,2,2,50.0,6,36,,,,,,
51,Matthew,Beniers,C,2021-22,19,SEA,NHL,10,3,6,9,-1,0,1,2,0,0,4,2,0,18,16.7,,169,16:56,39,53,42.4,4,7,,,,,,
52,Jamie,Benn,LW,2021-22,32,DAL,NHL,82,18,28,46,-13,88,14,3,1,2,20,8,0,182,9.9,,1373,16:45,492,399,55.2,60,143,,,,,,
53,Jordie,Benn,D,2021-22,34,MIN,NHL,39,1,7,8,1,10,1,0,0,0,7,0,0,37,2.7,,584,14:59,0,0,,41,51,,,,,,
54,Simon,Benoit,D,2021-22,23,ANA,NHL,53,1,4,5,-5,22,1,0,0,0,4,0,0,45,2.2,,747,14:06,0,0,,39,168,,,,,,
55,Tyler,Benson,LW,2021-22,23,EDM,NHL,29,1,1,2,-5,18,1,0,0,0,1,0,0,18,5.6,,248,8:33,0,1,0.0,3,45,,,,,,
56,Jacob,Bernard-Docker,D,2021-22,21,OTT,NHL,8,0,1,1,1,4,0,0,0,0,1,0,0,6,0.0,,118,14:46,0,0,,3,4,,,,,,
57,Tyler,Bertuzzi,LW,2021-22,26,DET,NHL,68,30,32,62,-11,47,23,6,1,5,23,8,1,180,16.7,,1351,19:52,6,17,26.1,41,65,,,,,,
58,Alex,Biega,D,2021-22,33,TOR,NHL,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,,26,13:07,0,0,,1,5,,,,,,
59,Brandon,Biro,F,2021-22,23,BUF,NHL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,14,13:30,0,0,,0,1,,,,,,
60,Anders,Bjork,LW,2021-22,25,BUF,NHL,58,5,3,8,-14,10,5,0,0,0,3,0,0,51,9.8,,698,12:02,1,4,20.0,16,11,,,,,,
61,Kasper,Björkqvist,RW,2021-22,24,PIT,NHL,6,1,0,1,-1,2,1,0,0,0,0,0,0,8,12.5,,50,8:22,0,0,,2,9,,,,,,
62,Oliver,Bjorkstrand,RW,2021-22,26,CBJ,NHL,80,28,29,57,-35,16,19,9,0,1,19,10,0,215,13.0,,1436,17:57,10,13,43.5,31,85,,,,,,
63,Tobias,Björnfot,D,2021-22,20,LAK,NHL,70,0,8,8,-12,6,0,0,0,0,8,0,0,53,0.0,,1173,16:46,0,0,,58,61,,,,,,
64,Nick,Blankenburg,D,2021-22,23,CBJ,NHL,7,1,2,3,-3,4,0,1,0,1,2,0,0,13,7.7,,123,17:34,0,0,,12,19,,,,,,
65,Brock,Boeser,RW,2021-22,24,VAN,NHL,71,23,23,46,-5,20,12,11,0,6,16,6,1,195,11.8,,1321,18:36,27,26,50.9,26,35,,,,,,
66,Nick,Bonino,C,2021-22,33,SJS,NHL,80,16,10,26,-25,18,12,3,1,0,6,4,0,137,11.7,,1336,16:42,475,450,51.4,102,34,,,,,,
67,Thomas,Bordeleau,C,2021-22,20,SJS,NHL,8,0,5,5,-1,0,0,0,0,0,4,1,0,13,0.0,,125,15:35,40,49,44.9,4,3,,,,,,
68,William,Borgen,D,2021-22,25,SEA,NHL,36,2,6,8,1,28,2,0,0,0,6,0,0,49,4.1,,550,15:17,0,0,,33,89,,,,,,
69,Henrik,Borgström,C,2021-22,24,CHI,NHL,52,4,3,7,-14,22,4,0,0,0,2,1,0,41,9.8,,547,10:31,82,122,40.2,19,26,,,,,,
70,Robert,Bortuzzo,D,2021-22,32,STL,NHL,73,1,5,6,-4,36,1,0,0,0,5,0,0,47,2.1,,1003,13:44,0,0,,98,135,,,,,,
71,Evan,Bouchard,D,2021-22,22,EDM,NHL,81,12,31,43,10,28,10,2,0,1,25,5,1,205,5.9,,1604,19:48,0,0,,112,80,,,,,,
72,Madison,Bowey,D,2021-22,26,VAN,NHL,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,,,31,15:44,0,0,,2,4,,,,,,
73,Travis,Boyd,C,2021-22,28,ARI,NHL,74,17,18,35,-10,34,15,2,0,2,16,2,0,88,19.3,,1222,16:31,420,507,45.3,55,71,,,,,,
74,Brian,Boyle,C,2021-22,37,PIT,NHL,66,11,10,21,6,27,10,0,1,1,10,0,0,87,12.6,,712,10:47,165,200,45.2,39,95,,,,,,
75,Erik,Brännström,D,2021-22,22,OTT,NHL,53,0,14,14,-17,30,0,0,0,0,8,6,0,86,0.0,,1048,19:46,0,0,,59,39,,,,,,
76,Jesper,Bratt,W,2021-22,23,NJD,NHL,76,26,47,73,0,16,23,3,0,6,32,15,0,197,13.2,,1325,17:26,0,3,0.0,30,26,,,,,,
77,Justin,Braun,D,2021-22,34,TOT,NHL,69,6,12,18,2,36,6,0,0,0,12,0,0,73,8.2,,1349,19:33,0,0,,121,87,,,,,,
78,Justin,Braun,D,2021-22,34,NYR,NHL,8,1,1,2,-1,0,1,0,0,0,1,0,0,6,16.7,,127,15:52,0,0,,7,8,,,,,,
79,Bobby,Brink,RW,2021-22,20,PHI,NHL,10,0,4,4,-5,0,0,0,0,0,3,1,0,18,0.0,,154,15:27,3,1,75.0,2,15,,,,,,
80,Guillaume,Brisebois,D,2021-22,24,VAN,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,4,4:13,0,0,,1,0,,,,,,
81,Philip,Broberg,D,2021-22,20,EDM,NHL,23,1,2,3,-8,8,1,0,0,0,2,0,0,29,3.4,,310,13:28,0,0,,10,10,,,,,,
82,T.J.,Brodie,D,2021-22,31,TOR,NHL,82,4,24,28,20,34,4,0,0,0,21,1,2,68,5.9,,1748,21:19,0,0,,106,53,,,,,,
83,Jonny,Brodzinski,C,2021-22,28,NYR,NHL,22,1,1,2,1,10,1,0,0,0,1,0,0,34,2.9,,239,10:51,49,48,50.5,8,8,,,,,,
84,Adam,Brooks,C,2021-22,25,TOT,NHL,25,2,1,3,2,2,2,0,0,2,1,0,0,14,14.3,,224,8:57,23,34,40.4,6,11,,,,,,
85,Adam,Brooks,C,2021-22,25,VEG,NHL,7,2,0,2,3,2,2,0,0,2,0,0,0,5,40.0,,77,10:59,17,12,58.6,2,2,,,,,,
86,Connor,Brown,RW,2021-22,28,OTT,NHL,64,10,29,39,-15,10,9,0,1,0,17,9,3,121,8.3,,1284,20:03,48,85,36.1,37,14,,,,,,
87,Logan,Brown,C,2021-22,23,STL,NHL,39,4,7,11,-3,8,4,0,0,0,6,1,0,34,11.8,,397,10:11,66,102,39.3,13,22,,,,,,
88,Patrick,Brown,C,2021-22,29,PHI,NHL,44,4,5,9,-16,11,4,0,0,0,5,0,0,51,7.8,,547,12:26,242,172,58.5,36,100,,,,,,
89,Jacob,Bryson,D,2021-22,24,BUF,NHL,73,1,9,10,-9,12,0,1,0,0,3,6,0,43,2.3,,1338,18:20,0,0,,73,55,,,,,,
90,Pavel,Buchnevich,LW,2021-22,26,STL,NHL,73,30,46,76,29,34,20,8,2,3,33,11,2,199,15.1,,1336,18:18,13,26,33.3,15,57,,,,,,
91,Connor,Bunnaman,F,2021-22,23,PHI,NHL,15,0,0,0,-7,4,0,0,0,0,0,0,0,10,0.0,,150,10:01,57,50,53.3,2,17,,,,,,
92,Michael,Bunting,LW,2021-22,26,TOR,NHL,79,23,40,63,27,80,21,2,0,2,37,3,0,175,13.1,,1228,15:33,8,8,50.0,21,85,,,,,,
93,André,Burakovsky,LW,2021-22,26,COL,NHL,80,22,39,61,12,18,18,4,0,5,32,7,0,149,14.8,,1301,16:16,8,12,40.0,34,49,,,,,,
94,Brent,Burns,D,2021-22,36,SJS,NHL,82,10,44,54,-15,42,6,4,0,0,29,14,1,203,4.9,,2144,26:09,0,1,0.0,150,55,,,,,,
95,Michael,Carcone,F,2021-22,25,ARI,NHL,21,4,2,6,-8,14,4,0,0,0,2,0,0,36,11.1,,259,12:19,0,7,0.0,7,31,,,,,,
96,Brandon,Carlo,D,2021-22,25,BOS,NHL,79,6,9,15,2,31,5,0,1,0,8,1,0,125,4.8,,1557,19:42,0,0,,104,143,,,,,,
97,John,Carlson,D,2021-22,32,WSH,NHL,78,17,54,71,13,20,10,7,0,2,33,18,3,195,8.7,,1857,23:49,0,0,,112,73,,,,,,
98,Gabriel,Carlsson,D,2021-22,25,CBJ,NHL,38,2,7,9,6,10,2,0,0,0,7,0,0,18,11.1,,466,12:16,0,0,,33,27,,,,,,
99,Lucas,Carlsson,D,2021-22,24,FLA,NHL,40,3,6,9,3,10,3,0,0,0,6,0,0,41,7.3,,508,12:43,0,0,,29,39,,,,,,
100,Ryan,Carpenter,C,2021-22,31,TOT,NHL,67,3,9,12,-11,36,3,0,0,2,8,1,0,67,4.5,,843,12:35,200,188,51.5,44,136,,,,,,
101,Ryan,Carpenter,C,2021-22,31,CGY,NHL,8,0,1,1,-1,0,0,0,0,0,1,0,0,6,0.0,,90,11:14,26,29,47.3,4,13,,,,,,
102,Sam,Carrick,C,2021-22,29,ANA,NHL,64,11,8,19,-12,85,11,0,0,0,8,0,0,80,13.8,,734,11:28,204,209,49.4,21,122,,,,,,
103,Alexandre,Carrier,D,2021-22,25,NSH,NHL,77,3,27,30,26,50,2,1,0,0,23,3,1,95,3.2,,1616,20:59,0,1,0.0,124,95,,,,,,
104,Jeff,Carter,C,2021-22,37,PIT,NHL,76,19,26,45,-8,38,15,3,1,2,23,3,0,200,9.5,,1343,17:40,648,489,57.0,50,99,,,,,,
105,Jackson,Cates,C,2021-22,24,PHI,NHL,11,1,0,1,-2,0,1,0,0,0,0,0,0,8,12.5,,100,9:05,20,13,60.6,3,4,,,,,,
106,Noah,Cates,LW,2021-22,22,PHI,NHL,16,5,4,9,4,4,4,1,0,1,4,0,0,23,21.7,,212,13:15,0,7,0.0,6,21,,,,,,
107,Cole,Caufield,RW,2021-22,21,MTL,NHL,67,23,20,43,-24,10,18,5,0,3,12,8,0,188,12.2,,1118,16:41,5,5,50.0,7,18,,,,,,
108,Cody,Ceci,D,2021-22,28,EDM,NHL,78,5,23,28,8,14,5,0,0,0,20,0,3,102,4.9,,1630,20:54,0,0,,121,117,,,,,,
109,Erik,Černák,D,2021-22,24,TBL,NHL,55,1,12,13,7,46,1,0,0,0,12,0,0,86,1.2,,1053,19:09,0,0,,73,165,,,,,,
110,Mitchell,Chaffee,F,2021-22,24,MIN,NHL,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0.0,,15,7:27,0,0,,0,7,,,,,,
111,Zdeno,Chára,D,2021-22,44,NYI,NHL,72,2,12,14,8,85,2,0,0,0,12,0,0,81,2.5,,1349,18:44,0,0,,90,125,,,,,,
112,Alex,Chiasson,RW,2021-22,31,VAN,NHL,67,13,9,22,4,24,7,6,0,2,5,4,0,98,13.3,,779,11:37,10,13,43.5,18,68,,,,,,
113,Yegor,Chinakhov,RW,2021-22,20,CBJ,NHL,62,7,7,14,-27,16,6,1,0,1,7,0,0,98,7.1,,775,12:30,0,6,0.0,16,50,,,,,,
114,Declan,Chisholm,D,2021-22,22,WPG,NHL,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0.0,,26,12:57,0,0,,1,1,,,,,,
115,Sasha,Chmelevski,C,2021-22,22,SJS,NHL,19,0,8,8,2,4,0,0,0,0,8,0,0,31,0.0,,251,13:11,31,48,39.2,4,20,,,,,,
116,Dennis,Cholowski,D,2021-22,23,TOT,NHL,11,0,3,3,-3,2,0,0,0,0,3,0,0,11,0.0,,174,15:49,0,0,,13,5,,,,,,
117,Dennis,Cholowski,D,2021-22,23,SEA,NHL,4,0,2,2,1,0,0,0,0,0,2,0,0,8,0.0,,79,19:43,0,0,,4,2,,,,,,
118,Jake,Christiansen,D,2021-22,22,CBJ,NHL,8,1,0,1,1,0,1,0,0,0,0,0,0,4,25.0,,78,9:46,0,0,,6,9,,,,,,
119,Anthony,Cirelli,C,2021-22,24,TBL,NHL,76,17,26,43,15,70,13,3,1,4,21,5,0,146,11.6,,1392,18:19,441,507,46.5,67,75,,,,,,
120,Casey,Cizikas,C,2021-22,30,NYI,NHL,74,10,6,16,-3,48,9,0,1,3,6,0,0,91,11.0,,1017,13:45,534,427,55.6,43,138,,,,,,
121,Fredrik,Claesson,D,2021-22,29,TBL,NHL,9,0,0,0,-3,0,0,0,0,0,0,0,0,4,0.0,,89,9:52,0,0,,6,12,,,,,,
122,Kyle,Clifford,LW,2021-22,31,TOT,NHL,25,1,3,4,-5,31,1,0,0,0,3,0,0,29,3.4,,220,8:48,3,4,42.9,5,50,,,,,,
123,Kyle,Clifford,LW,2021-22,31,STL,NHL,2,0,1,1,-1,0,0,0,0,0,1,0,0,5,0.0,,22,11:13,1,0,100.0,0,2,,,,,,
124,Connor,Clifton,D,2021-22,26,BOS,NHL,60,2,8,10,-2,32,2,0,0,0,8,0,0,80,2.5,,964,16:04,0,0,,62,156,,,,,,
125,Cal,Clutterbuck,RW,2021-22,34,NYI,NHL,59,6,9,15,-6,10,5,0,1,1,9,0,0,74,8.1,,828,14:03,11,4,73.3,23,229,,,,,,
126,Dylan,Coghlan,D,2021-22,23,VEG,NHL,59,3,10,13,-5,18,1,2,0,1,8,2,0,108,2.8,,838,14:12,0,0,,61,62,,,,,,
127,Andrew,Cogliano,LW,2021-22,34,TOT,NHL,74,4,12,16,-18,20,3,0,1,0,11,0,1,75,5.3,,938,12:40,8,13,38.1,31,104,,,,,,
128,Andrew,Cogliano,LW,2021-22,34,COL,NHL,18,0,1,1,-2,8,0,0,0,0,1,0,0,17,0.0,,198,11:01,0,1,0.0,10,22,,,,,,
129,Ian,Cole,D,2021-22,32,CAR,NHL,75,2,17,19,15,83,2,0,0,1,16,0,1,77,2.6,,1286,17:09,0,0,,104,110,,,,,,
130,Blake,Coleman,C,2021-22,30,CGY,NHL,81,16,17,33,16,60,15,0,1,2,16,0,1,212,7.5,,1200,14:49,2,17,10.5,44,163,,,,,,
131,Ross,Colton,C,2021-22,25,TBL,NHL,79,22,17,39,4,24,21,1,0,4,13,4,0,159,13.8,,1011,12:48,303,278,52.2,36,153,,,,,,
132,Brett,Connolly,RW,2021-22,29,CHI,NHL,9,0,1,1,-3,15,0,0,0,0,1,0,0,6,0.0,,76,8:24,0,0,,3,7,,,,,,
133,Kyle,Connor,LW,2021-22,25,WPG,NHL,79,47,46,93,-3,4,36,8,3,9,26,20,0,317,14.8,,1720,21:47,1,6,14.3,23,32,,,,,,
134,Andrew,Copp,C,2021-22,27,TOT,NHL,72,21,32,53,15,16,16,3,2,5,24,7,1,183,11.5,,1381,19:11,377,332,53.2,41,45,,,,,,
135,Andrew,Copp,C,2021-22,27,NYR,NHL,16,8,10,18,13,8,7,0,1,2,9,1,0,32,25.0,,272,17:01,65,66,49.6,5,10,,,,,,
136,Paul,Cotter,C,2021-22,22,VEG,NHL,7,2,0,2,1,6,2,0,0,0,0,0,0,11,18.2,,62,8:49,0,1,0.0,1,17,,,,,,
137,Logan,Couture,C,2021-22,32,SJS,NHL,77,23,33,56,-11,18,16,5,2,3,20,12,1,199,11.6,,1458,18:56,621,654,48.7,58,92,,,,,,
138,Charlie,Coyle,C,2021-22,29,BOS,NHL,82,16,28,44,-6,32,13,3,0,5,21,6,1,131,12.2,,1427,17:24,540,560,49.1,39,84,,,,,,
139,Dylan,Cozens,C,2021-22,20,BUF,NHL,79,13,25,38,-19,55,11,2,0,1,17,7,1,160,8.1,,1256,15:54,383,457,45.6,22,35,,,,,,
140,Joseph,Cramarossa,C,2021-22,29,MIN,NHL,1,0,1,1,0,2,0,0,0,0,1,0,0,1,0.0,,7,6:55,0,0,,0,1,,,,,,
141,Kyle,Criscuolo,C,2021-22,29,DET,NHL,6,0,2,2,1,2,0,0,0,0,2,0,0,5,0.0,,57,9:33,4,9,30.8,1,6,,,,,,
142,Lawson,Crouse,LW,2021-22,24,ARI,NHL,65,20,14,34,-9,52,16,3,1,4,10,4,0,131,15.3,,1133,17:26,16,32,33.3,36,181,,,,,,
143,Kirby,Dach,C,2021-22,21,CHI,NHL,70,9,17,26,-18,43,7,2,0,0,12,4,1,116,7.8,,1263,18:03,179,366,32.8,44,49,,,,,,
144,Evgenii,Dadonov,RW,2021-22,32,VEG,NHL,78,20,23,43,4,18,15,5,0,4,20,3,0,177,11.3,,1234,15:49,1,4,20.0,25,65,,,,,,
145,Jonathan,Dahlén,C,2021-22,24,SJS,NHL,61,12,10,22,-25,12,9,3,0,2,6,4,0,105,11.4,,841,13:48,0,1,0.0,34,16,,,,,,
146,Rasmus,Dahlin,D,2021-22,21,BUF,NHL,80,13,40,53,-22,68,10,3,0,3,21,18,1,170,7.6,,1921,24:01,0,0,,91,121,,,,,,
147,Carl,Dahlström,D,2021-22,27,TOR,NHL,3,0,2,2,2,2,0,0,0,0,2,0,0,4,0.0,,41,13:39,0,0,,2,1,,,,,,
148,Michael,Dal,LW,2021-22,25,NYI,NHL,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0.0,,15,14:34,0,0,,0,0,,,,,,
149,Zac,Dalpe,RW,2021-22,32,FLA,NHL,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,,,6,6:08,1,3,25.0,1,2,,,,,,
150,Riley,Damiani,C,2021-22,21,DAL,NHL,7,1,1,2,0,2,1,0,0,0,1,0,0,10,10.0,,60,8:32,7,7,50.0,0,4,,,,,,
151,Phillip,Danault,C,2021-22,28,LAK,NHL,79,27,24,51,14,38,25,2,0,5,19,2,3,194,13.9,,1432,18:08,676,586,53.6,49,74,,,,,,
152,Laurent,Dauphin,C,2021-22,26,MTL,NHL,38,4,8,12,-10,25,4,0,0,0,8,0,0,50,8.0,,505,13:18,104,143,42.1,27,31,,,,,,
153,Jeremy,Davies,D,2021-22,25,NSH,NHL,6,0,2,2,-5,2,0,0,0,0,2,0,0,5,0.0,,74,12:15,0,0,,1,5,,,,,,
154,Sean,Day,D,2021-22,24,TBL,NHL,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0.0,,21,10:43,0,0,,2,4,,,,,,
155,Calvin,de,D,2021-22,30,CHI,NHL,69,4,4,8,-21,33,4,0,0,0,4,0,0,107,3.7,,1308,18:57,0,0,,172,146,,,,,,
156,Chase,De,C,2021-22,26,NJD,NHL,2,0,0,0,-1,0,0,0,0,0,0,0,0,2,0.0,,16,8:09,0,2,0.0,0,5,,,,,,
